meta_source,meta_time,meta_event,meta_session,timestamp,vehicle_id,outing,lap,value,expire_at
kafka:gr-raw,2025-04-26T20:58:42.580Z,I_R02_2025-04-27,R1,2025-04-26T20:58:42.209Z,GR86-012-8,0,2,221186,
kafka:gr-raw,2025-04-26T20:55:02.153Z,I_R02_2025-04-27,R1,2025-04-26T20:55:01.087Z,GR86-012-8,0,1,205601,
kafka:gr-raw,2025-04-26T20:51:36.981Z,I_R02_2025-04-27,R1,2025-04-26T20:51:35.403Z,GR86-012-8,0,32768,997365,
kafka:gr-raw,2025-04-26T21:45:32.131Z,I_R02_2025-04-27,R1,2025-04-26T21:45:31.307Z,GR86-013-80,0,19,258983,
kafka:gr-raw,2025-04-26T21:41:13.337Z,I_R02_2025-04-27,R1,2025-04-26T21:41:12.316Z,GR86-013-80,0,18,153520,
kafka:gr-raw,2025-04-26T21:38:40.390Z,I_R02_2025-04-27,R1,2025-04-26T21:38:38.788Z,GR86-013-80,0,17,152673,
kafka:gr-raw,2025-04-26T21:36:06.914Z,I_R02_2025-04-27,R1,2025-04-26T21:36:06.107Z,GR86-013-80,0,16,152216,
kafka:gr-raw,2025-04-26T21:33:39.542Z,I_R02_2025-04-27,R1,2025-04-26T21:33:33.948Z,GR86-013-80,0,15,157296,
kafka:gr-raw,2025-04-26T21:30:57.163Z,I_R02_2025-04-27,R1,2025-04-26T21:30:56.588Z,GR86-013-80,0,14,191601,
kafka:gr-raw,2025-04-26T21:27:45.592Z,I_R02_2025-04-27,R1,2025-04-26T21:27:44.977Z,GR86-013-80,0,13,156577,
kafka:gr-raw,2025-04-26T21:25:09.503Z,I_R02_2025-04-27,R1,2025-04-26T21:25:08.388Z,GR86-013-80,0,12,158311,
kafka:gr-raw,2025-04-26T21:22:31.327Z,I_R02_2025-04-27,R1,2025-04-26T21:22:30.072Z,GR86-013-80,0,11,153866,
kafka:gr-raw,2025-04-26T21:19:56.992Z,I_R02_2025-04-27,R1,2025-04-26T21:19:56.203Z,GR86-013-80,0,10,154489,
kafka:gr-raw,2025-04-26T21:17:41.300Z,I_R02_2025-04-27,R1,2025-04-26T21:17:21.712Z,GR86-013-80,0,9,154624,
kafka:gr-raw,2025-04-26T21:14:47.874Z,I_R02_2025-04-27,R1,2025-04-26T21:14:47.097Z,GR86-013-80,0,8,165300,
kafka:gr-raw,2025-04-26T21:12:07.493Z,I_R02_2025-04-27,R1,2025-04-26T21:12:01.787Z,GR86-013-80,0,7,175687,
kafka:gr-raw,2025-04-26T21:09:07.478Z,I_R02_2025-04-27,R1,2025-04-26T21:09:06.107Z,GR86-013-80,0,6,154000,
kafka:gr-raw,2025-04-26T21:06:33.576Z,I_R02_2025-04-27,R1,2025-04-26T21:06:32.107Z,GR86-013-80,0,5,154500,
kafka:gr-raw,2025-04-26T21:04:00.386Z,I_R02_2025-04-27,R1,2025-04-26T21:03:57.627Z,GR86-013-80,0,4,155430,
kafka:gr-raw,2025-04-26T21:01:24.589Z,I_R02_2025-04-27,R1,2025-04-26T21:01:22.177Z,GR86-013-80,0,3,161876,
kafka:gr-raw,2025-04-26T20:58:42.148Z,I_R02_2025-04-27,R1,2025-04-26T20:58:40.308Z,GR86-013-80,0,2,221783,
kafka:gr-raw,2025-04-26T20:55:00.537Z,I_R02_2025-04-27,R1,2025-04-26T20:54:58.507Z,GR86-013-80,0,1,208800,
kafka:gr-raw,2025-04-26T20:51:30.601Z,I_R02_2025-04-27,R1,2025-04-26T20:51:29.697Z,GR86-013-80,0,32768,5545180,
kafka:gr-raw,2025-04-26T21:45:16.619Z,I_R02_2025-04-27,R1,2025-04-26T21:45:15.198Z,GR86-015-31,0,15,252807,
kafka:gr-raw,2025-04-26T21:41:03.760Z,I_R02_2025-04-27,R1,2025-04-26T21:41:02.358Z,GR86-015-31,0,14,150179,
kafka:gr-raw,2025-04-26T21:38:32.934Z,I_R02_2025-04-27,R1,2025-04-26T21:38:32.146Z,GR86-015-31,0,13,150664,
kafka:gr-raw,2025-04-26T21:36:04.289Z,I_R02_2025-04-27,R1,2025-04-26T21:36:01.509Z,GR86-015-31,0,12,151149,
kafka:gr-raw,2025-04-26T21:33:31.585Z,I_R02_2025-04-27,R1,2025-04-26T21:33:30.331Z,GR86-015-31,0,11,153207,
kafka:gr-raw,2025-04-26T21:30:58.924Z,I_R02_2025-04-27,R1,2025-04-26T21:30:57.117Z,GR86-015-31,0,10,154179,
kafka:gr-raw,2025-04-26T21:28:27.319Z,I_R02_2025-04-27,R1,2025-04-26T21:28:22.957Z,GR86-015-31,0,9,152880,
kafka:gr-raw,2025-04-26T21:25:51.107Z,I_R02_2025-04-27,R1,2025-04-26T21:25:50.077Z,GR86-015-31,0,8,152764,
kafka:gr-raw,2025-04-26T21:23:18.803Z,I_R02_2025-04-27,R1,2025-04-26T21:23:17.317Z,GR86-015-31,0,7,162131,
kafka:gr-raw,2025-04-26T21:20:36.015Z,I_R02_2025-04-27,R1,2025-04-26T21:20:35.165Z,GR86-015-31,0,6,743025,
kafka:gr-raw,2025-04-26T21:08:13.028Z,I_R02_2025-04-27,R1,2025-04-26T21:08:12.148Z,GR86-015-31,0,5,44,
kafka:gr-raw,2025-04-26T21:08:13.028Z,I_R02_2025-04-27,R1,2025-04-26T21:08:12.078Z,GR86-015-31,0,6,0,
kafka:gr-raw,2025-04-26T21:08:13.027Z,I_R02_2025-04-27,R1,2025-04-26T21:08:12.077Z,GR86-015-31,0,5,167420,
kafka:gr-raw,2025-04-26T21:05:25.119Z,I_R02_2025-04-27,R1,2025-04-26T21:05:24.648Z,GR86-015-31,0,4,244090,
kafka:gr-raw,2025-04-26T21:01:21.306Z,I_R02_2025-04-27,R1,2025-04-26T21:01:20.588Z,GR86-015-31,0,3,161199,
kafka:gr-raw,2025-04-26T20:58:40.341Z,I_R02_2025-04-27,R1,2025-04-26T20:58:39.358Z,GR86-015-31,0,2,223678,
kafka:gr-raw,2025-04-26T20:54:56.380Z,I_R02_2025-04-27,R1,2025-04-26T20:54:55.677Z,GR86-015-31,0,1,218901,
kafka:gr-raw,2025-04-26T20:51:17.135Z,I_R02_2025-04-27,R1,2025-04-26T20:51:16.768Z,GR86-015-31,0,32768,6399021,
kafka:gr-raw,2025-04-26T21:45:36.740Z,I_R02_2025-04-27,R1,2025-04-26T21:45:34.686Z,GR86-016-55,0,19,288061,
kafka:gr-raw,2025-04-26T21:40:47.887Z,I_R02_2025-04-27,R1,2025-04-26T21:40:46.621Z,GR86-016-55,0,18,150530,
kafka:gr-raw,2025-04-26T21:38:16.879Z,I_R02_2025-04-27,R1,2025-04-26T21:38:16.116Z,GR86-016-55,0,17,149170,
kafka:gr-raw,2025-04-26T21:35:50.704Z,I_R02_2025-04-27,R1,2025-04-26T21:35:46.915Z,GR86-016-55,0,16,149529,
kafka:gr-raw,2025-04-26T21:33:17.808Z,I_R02_2025-04-27,R1,2025-04-26T21:33:17.405Z,GR86-016-55,0,15,149682,
kafka:gr-raw,2025-04-26T21:30:48.891Z,I_R02_2025-04-27,R1,2025-04-26T21:30:47.725Z,GR86-016-55,0,14,220300,
kafka:gr-raw,2025-04-26T21:27:09.844Z,I_R02_2025-04-27,R1,2025-04-26T21:27:07.406Z,GR86-016-55,0,13,212589,
kafka:gr-raw,2025-04-26T21:23:35.951Z,I_R02_2025-04-27,R1,2025-04-26T21:23:34.806Z,GR86-016-55,0,12,149700,
kafka:gr-raw,2025-04-26T21:21:06.532Z,I_R02_2025-04-27,R1,2025-04-26T21:21:05.125Z,GR86-016-55,0,11,148711,
kafka:gr-raw,2025-04-26T21:18:39.520Z,I_R02_2025-04-27,R1,2025-04-26T21:18:36.396Z,GR86-016-55,0,10,148656,
kafka:gr-raw,2025-04-26T21:16:08.635Z,I_R02_2025-04-27,R1,2025-04-26T21:16:07.725Z,GR86-016-55,0,9,148923,
kafka:gr-raw,2025-04-26T21:13:39.777Z,I_R02_2025-04-27,R1,2025-04-26T21:13:38.795Z,GR86-016-55,0,8,149031,
kafka:gr-raw,2025-04-26T21:11:11.434Z,I_R02_2025-04-27,R1,2025-04-26T21:11:09.805Z,GR86-016-55,0,7,148989,
kafka:gr-raw,2025-04-26T21:08:47.403Z,I_R02_2025-04-27,R1,2025-04-26T21:08:40.805Z,GR86-016-55,0,6,149181,
kafka:gr-raw,2025-04-26T21:06:15.769Z,I_R02_2025-04-27,R1,2025-04-26T21:06:11.605Z,GR86-016-55,0,5,150605,
kafka:gr-raw,2025-04-26T21:03:41.917Z,I_R02_2025-04-27,R1,2025-04-26T21:03:40.995Z,GR86-016-55,0,4,149678,
kafka:gr-raw,2025-04-26T21:01:14.733Z,I_R02_2025-04-27,R1,2025-04-26T21:01:11.326Z,GR86-016-55,0,3,152707,
kafka:gr-raw,2025-04-26T20:58:41.069Z,I_R02_2025-04-27,R1,2025-04-26T20:58:38.595Z,GR86-016-55,0,2,223800,
kafka:gr-raw,2025-04-26T20:54:56.111Z,I_R02_2025-04-27,R1,2025-04-26T20:54:54.795Z,GR86-016-55,0,1,391100,
kafka:gr-raw,2025-04-26T20:48:25.571Z,I_R02_2025-04-27,R1,2025-04-26T20:48:23.726Z,GR86-016-55,0,32768,647599,
kafka:gr-raw,2025-04-26T21:45:24.162Z,I_R02_2025-04-27,R1,2025-04-26T21:45:23.591Z,GR86-021-86,0,19,252571,
kafka:gr-raw,2025-04-26T21:41:12.758Z,I_R02_2025-04-27,R1,2025-04-26T21:41:11.031Z,GR86-021-86,0,18,154177,
kafka:gr-raw,2025-04-26T21:38:37.062Z,I_R02_2025-04-27,R1,2025-04-26T21:38:36.821Z,GR86-021-86,0,17,153914,
kafka:gr-raw,2025-04-26T21:36:04.270Z,I_R02_2025-04-27,R1,2025-04-26T21:36:02.913Z,GR86-021-86,0,16,153894,
kafka:gr-raw,2025-04-26T21:33:30.322Z,I_R02_2025-04-27,R1,2025-04-26T21:33:29.000Z,GR86-021-86,0,15,155003,
kafka:gr-raw,2025-04-26T21:30:54.767Z,I_R02_2025-04-27,R1,2025-04-26T21:30:54.021Z,GR86-021-86,0,14,213714,
kafka:gr-raw,2025-04-26T21:27:22.064Z,I_R02_2025-04-27,R1,2025-04-26T21:27:20.310Z,GR86-021-86,0,13,165478,
kafka:gr-raw,2025-04-26T21:24:36.172Z,I_R02_2025-04-27,R1,2025-04-26T21:24:34.797Z,GR86-021-86,0,12,157031,
kafka:gr-raw,2025-04-26T21:21:59.012Z,I_R02_2025-04-27,R1,2025-04-26T21:21:57.766Z,GR86-021-86,0,11,153689,
kafka:gr-raw,2025-04-26T21:19:25.828Z,I_R02_2025-04-27,R1,2025-04-26T21:19:24.100Z,GR86-021-86,0,10,153370,
kafka:gr-raw,2025-04-26T21:16:52.914Z,I_R02_2025-04-27,R1,2025-04-26T21:16:50.701Z,GR86-021-86,0,9,154527,
kafka:gr-raw,2025-04-26T21:14:17.616Z,I_R02_2025-04-27,R1,2025-04-26T21:14:16.199Z,GR86-021-86,0,8,154888,
kafka:gr-raw,2025-04-26T21:11:42.317Z,I_R02_2025-04-27,R1,2025-04-26T21:11:41.275Z,GR86-021-86,0,7,153316,
kafka:gr-raw,2025-04-26T21:09:09.430Z,I_R02_2025-04-27,R1,2025-04-26T21:09:07.990Z,GR86-021-86,0,6,155260,
kafka:gr-raw,2025-04-26T21:06:33.849Z,I_R02_2025-04-27,R1,2025-04-26T21:06:32.701Z,GR86-021-86,0,5,154720,
kafka:gr-raw,2025-04-26T21:03:59.727Z,I_R02_2025-04-27,R1,2025-04-26T21:03:57.981Z,GR86-021-86,0,4,154461,
kafka:gr-raw,2025-04-26T21:01:24.400Z,I_R02_2025-04-27,R1,2025-04-26T21:01:23.511Z,GR86-021-86,0,3,162228,
kafka:gr-raw,2025-04-26T20:58:42.199Z,I_R02_2025-04-27,R1,2025-04-26T20:58:41.281Z,GR86-021-86,0,2,221892,
kafka:gr-raw,2025-04-26T20:55:00.420Z,I_R02_2025-04-27,R1,2025-04-26T20:54:59.391Z,GR86-021-86,0,1,206495,
kafka:gr-raw,2025-04-26T20:51:34.218Z,I_R02_2025-04-27,R1,2025-04-26T20:51:32.886Z,GR86-021-86,0,32768,1167402,
kafka:gr-raw,2025-04-26T21:45:06.455Z,I_R02_2025-04-27,R1,2025-04-26T21:45:05.244Z,GR86-022-13,0,19,257419,
kafka:gr-raw,2025-04-26T21:40:48.168Z,I_R02_2025-04-27,R1,2025-04-26T21:40:47.777Z,GR86-022-13,0,18,150891,
kafka:gr-raw,2025-04-26T21:38:18.579Z,I_R02_2025-04-27,R1,2025-04-26T21:38:16.897Z,GR86-022-13,0,17,150311,
kafka:gr-raw,2025-04-26T21:35:50.547Z,I_R02_2025-04-27,R1,2025-04-26T21:35:46.607Z,GR86-022-13,0,16,149256,
kafka:gr-raw,2025-04-26T21:33:17.901Z,I_R02_2025-04-27,R1,2025-04-26T21:33:17.315Z,GR86-022-13,0,15,150000,
kafka:gr-raw,2025-04-26T21:30:47.703Z,I_R02_2025-04-27,R1,2025-04-26T21:30:47.315Z,GR86-022-13,0,14,221022,
kafka:gr-raw,2025-04-26T21:27:07.541Z,I_R02_2025-04-27,R1,2025-04-26T21:27:06.294Z,GR86-022-13,0,13,212801,
kafka:gr-raw,2025-04-26T21:23:34.481Z,I_R02_2025-04-27,R1,2025-04-26T21:23:33.485Z,GR86-022-13,0,12,149200,
kafka:gr-raw,2025-04-26T21:21:04.574Z,I_R02_2025-04-27,R1,2025-04-26T21:21:04.324Z,GR86-022-13,0,11,148756,
kafka:gr-raw,2025-04-26T21:18:36.200Z,I_R02_2025-04-27,R1,2025-04-26T21:18:35.534Z,GR86-022-13,0,10,44,
kafka:gr-raw,2025-04-26T21:18:36.192Z,I_R02_2025-04-27,R1,2025-04-26T21:18:35.526Z,GR86-022-13,0,11,0,
kafka:gr-raw,2025-04-26T21:18:36.191Z,I_R02_2025-04-27,R1,2025-04-26T21:18:35.524Z,GR86-022-13,0,10,148712,
kafka:gr-raw,2025-04-26T21:16:08.482Z,I_R02_2025-04-27,R1,2025-04-26T21:16:06.813Z,GR86-022-13,0,9,148887,
kafka:gr-raw,2025-04-26T21:13:40.173Z,I_R02_2025-04-27,R1,2025-04-26T21:13:37.874Z,GR86-022-13,0,8,148889,
kafka:gr-raw,2025-04-26T21:11:10.075Z,I_R02_2025-04-27,R1,2025-04-26T21:11:09.004Z,GR86-022-13,0,7,148800,
kafka:gr-raw,2025-04-26T21:08:40.962Z,I_R02_2025-04-27,R1,2025-04-26T21:08:40.196Z,GR86-022-13,0,6,149601,
kafka:gr-raw,2025-04-26T21:06:15.487Z,I_R02_2025-04-27,R1,2025-04-26T21:06:10.605Z,GR86-022-13,0,5,150179,
kafka:gr-raw,2025-04-26T21:03:41.833Z,I_R02_2025-04-27,R1,2025-04-26T21:03:40.394Z,GR86-022-13,0,4,149864,
kafka:gr-raw,2025-04-26T21:01:14.175Z,I_R02_2025-04-27,R1,2025-04-26T21:01:10.564Z,GR86-022-13,0,3,46,
